SMILES,pACT_Value,Molecule_ChEMBL_ID,Molecule_Name,split
C[C@@H](c1ccc(Cl)cc1)N1C(=O)c2cc(C(C)(C)O)ccc2[C@]1(OCC(C)(O)CO)c1ccc(Cl)cc1,7.64,CHEMBL5867125,,train
CC[C@@H](CN1CCCS1(=O)=O)N1C(=O)[C@@H](Cc2cccc(O)n2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.64,CHEMBL3970638,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(C(F)F)cc(C(F)F)n3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.64,CHEMBL5830889,,test
CCCN(c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1)[C@@H](C)c1ccccc1,7.64,CHEMBL5917968,,train
COc1nc(N(C)C)ncc1-n1nc2c(c1C(C)C)[C@@H](c1ccc(C#N)cc1)N(c1cc(Cl)c(=O)n(C)c1)C2=O,7.64,CHEMBL3691775,,train
CC[C@@](O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1C(C)(C)C(=O)O)[C@@]2(OC)c1ccc(Cl)cc1)C1CCOCC1,7.64,CHEMBL5862449,,test
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)cn2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,7.64,CHEMBL2402732,,train
CCOc1ccc(CC)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,7.63,CHEMBL5774148,,train
O=C(CC(c1ccccc1)c1ccccc1)N[C@@H](Cc1ccc(O)cc1)C(=O)O,7.63,CHEMBL4084848,,val
CC(C)c1ccc(OC(F)(F)F)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(OC(F)(F)F)c(F)c2)c1,7.63,CHEMBL5778309,,train
CCc1ccc(OCOC)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.63,CHEMBL5785060,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N(C)C3CCCCC3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.63,CHEMBL5996542,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3ccc4nccnc4c3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.63,CHEMBL5936009,,train
Cc1cc(Cl)ccc1C1c2c(nn(CCO)c2C2CC2)C(=O)N1c1cccc(Cl)c1F,7.63,CHEMBL3687308,,train
C[C@@H](Nc1nc(S(C)(=O)=O)nc2nc(N3CCOC[C@H]3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.63,CHEMBL5777595,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3C[C@H]4C[C@@H]3CO4)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.62,CHEMBL5793291,,test
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCN(c2ccccc2OCCOC)CC1,7.62,CHEMBL3288449,,val
CCN(CCN1CCCC1)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,7.62,CHEMBL5899851,,test
CCc1ccc(Cl)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.62,CHEMBL5879488,,train
Cc1cc(Cl)ccc1C1c2c(nn(Cc3ccccc3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,7.62,CHEMBL3687278,,train
CC(C)C[C@H](NC(=O)COCCOCCNC(=O)CC[C@@H]1NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H](Cc2ccccc2)NC1=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O)[C@@H](C)O,7.62,CHEMBL4585112,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCC3c3ccccc3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.62,CHEMBL5988492,,train
CN(C)c1c(C(=O)O)nc(-c2cncc(Cl)c2)c2c1nc(N1CCO[C@@H]3CCC[C@H]31)n2C[C@H]1CC[C@H](C)CC1,7.62,CHEMBL3650005,,train
COc1ccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)nc1,7.62,CHEMBL5877875,,train
CC[C@@H](CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@@]2(C[C@H](c3cccc(Cl)c3)C1c1ccc(Cl)cc1)C[C@H]2C(=O)O,7.62,CHEMBL5966784,,test
COCCOc1ccccc1N1CCN(C(=O)[C@]2(Oc3ccc(C(F)(F)F)cc3)CCCN(C(=O)c3cnccc3C(F)(F)F)[C@@H]2CCO)CC1,7.62,CHEMBL3288451,,train
COc1cc(C(=O)OC(C)OC(=O)N2CCN(C(=O)OC(C)(C)C)CC2)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,7.62,CHEMBL3703326,,train
COC(c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCOCC1,7.62,CHEMBL5869269,,test
CN(C)c1c(C(=O)O)nc(-c2cncc(Cl)c2)c2c1nc(N1CCO[C@H]3CCC[C@@H]31)n2C[C@H]1CC[C@H](C)CC1,7.62,CHEMBL3934510,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N(C)Cc3cnn(C)c3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.61,CHEMBL5880527,,val
COc1nc(N(C)C)ncc1-n1nc2c(c1C(C)C)[C@@H](c1ccc(Cl)cc1)N(c1cc(Cl)c[nH]c1=O)C2=O,7.61,CHEMBL3691777,,train
C[C@H]1CC[C@H](Cn2c(C(=O)C3CCOCC3)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cccc(Cl)c4)c32)CC1,7.61,CHEMBL5754577,,train
Cc1cnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(OC(F)(F)F)c(F)c2)cc1C(C)C,7.61,CHEMBL5943095,,train
Cc1cc(Cl)ccc1C1c2c(nn(-c3cc(=O)n(C)c(=O)n3C)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,7.61,CHEMBL3687294,,train
COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)C(=O)c1c(-c2ccccc2)[nH]c2ccccc12)C(C)C,7.61,CHEMBL3818586,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C(O)C3CCOCC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.61,CHEMBL5967422,,train
Cc1cnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)cc1C(C)C,7.61,CHEMBL5854039,,val
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)cc2F)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,7.6,CHEMBL2402736,,train
CC1CCCN1c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,7.6,CHEMBL6024824,,test
CC[C@H]1CC[C@H](Cn2c(N3CCO[C@H]4CCC[C@@H]43)nc3cc(-c4nnc(O)o4)nc(-c4cncc(Cl)c4)c32)CC1,7.6,CHEMBL3916778,,train
CC(=O)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,7.6,CHEMBL5831646,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCOC(C(F)(F)F)C3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.6,CHEMBL5857629,,train
CC[C@H]1CC[C@H](Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3cc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,7.6,CHEMBL3653310,,test
Cc1nnc(-c2nc(C3CCCCC3)n(-c3cccc(Cl)c3F)c2-c2ccc(F)c(Cl)c2)o1,7.6,CHEMBL3260817,,train
CO[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(C)O)cc2C(=O)N1Cc1ccc(C#N)cn1,7.6,CHEMBL5876084,,val
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3nc(Cl)ncc32)[C@H]1c1cccc(Cl)c1F,7.6,CHEMBL3109046,,train
CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]3CCCN3C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC2=O)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,7.6,CHEMBL2397470,L-STINGIN,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3ccccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.6,CHEMBL5978050,,train
C[C@H]1CC[C@H](Cn2c(N3CCOCC34CCC4)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cccc(Cl)c4)c32)CC1,7.6,CHEMBL5922665,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCCC3(C)C)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.59,CHEMBL5912478,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCC(F)(F)CC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.59,CHEMBL5854418,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CC4)c3n2Cc2ccc(Cl)c(F)c2)c1,7.59,CHEMBL5872329,,val
C[C@@H](Nc1nc([S+](C)[O-])nc2nc(N3CCCCC3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.59,CHEMBL6016977,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCCCC3c3cccc(F)c3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.59,CHEMBL6044309,,train
CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@]1(C)CCCCCC/C=C/CCC[C@](C)(C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)O,7.59,CHEMBL5433278,,train
CO[C@H]1COC[C@@H]1N(C)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,7.58,CHEMBL3649866,,train
NC(=O)c1ccc2nn3c(c2c1)OC[C@H]1[C@@H]3[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1,7.58,CHEMBL6051333,,train
CC(=O)N[C@@H](CC(C)C)CN(CC(=O)N[C@@H](Cc1ccccc1)CN(CC(=O)N[C@@H](CCC(=O)O)CN(CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)CN(CC(=O)N[C@@H](CCCCN)CN(CC(=O)N[C@@H](CC1CCC1)CN(CC(=O)N[C@@H](C)CN(CC(N)=O)S(C)(=O)=O)S(=O)(=O)CC(C)C)S(C)(=O)=O)S(C)(=O)=O)S(C)(=O)=O)S(C)(=O)=O)S(=O)(=O)c1ccc(Cl)cc1,7.58,CHEMBL4441886,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](CC(O)CO)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.58,CHEMBL5925889,,train
CC(C)(O)c1ccnc(-c2nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)c1,7.58,CHEMBL5758686,,val
CC(C)C1CCCN(c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)C1,7.58,CHEMBL5886039,,train
CCC1CC=C(Cn2c(-c3cc(C(C)C)ccn3)nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c32)CC1,7.58,CHEMBL5748032,,train
CC[C@@H](CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)NO)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.58,CHEMBL3979336,,train
CO[C@H]1COC[C@@H]1N(C)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1CC1CCC(C)CC1,7.58,CHEMBL3982496,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCOC4CC43)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.58,CHEMBL6045754,,train
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCO)CC1,7.58,CHEMBL2386345,,test
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3ccccc3F)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.58,CHEMBL5848222,,test
COc1cc(C(=O)OCOC(=O)OCCOCCOCCOCCOP(=O)(O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,7.58,CHEMBL3703354,,train
CC(C)c1ccnc(-c2cc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.58,CHEMBL5832350,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCCCC3c3ccccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.58,CHEMBL5770397,,test
COc1cc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)ccc1Cl,7.58,CHEMBL5848786,,train
CC(O)(CO)c1ccc2c(c1)C(=O)N(Cc1ccc(C#N)cc1)[C@]2(C)OCC1(CO)CC1,7.58,CHEMBL5877121,,train
CC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cc1)[C@@]2(O[C@H]1CCOC1)c1ccc(Cl)cc1,7.58,CHEMBL5878659,,test
CC1(CO[C@]2(c3ccc(Cl)cc3)c3ccc(C(C)(C)O)cc3C(=O)N2Cc2ccc(Cl)cc2)COC1,7.57,CHEMBL5948799,,train
CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(F)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,7.57,CHEMBL3665593,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCCC[C@@H]3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.57,CHEMBL6003563,,train
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(C(C)N3CCOCC3=O)cc1)C2c1ccc(Cl)cc1,7.57,CHEMBL3683155,,train
Nc1ccc2c(c1)nc1n2CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1,7.57,CHEMBL5828752,,train
CCN(CC1CCCCC1)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,7.57,CHEMBL5759781,,train
COc1cc(C(=O)OC(C)OC(=O)O[C@H]2[C@@H]([C@H]3COC(C)(C)O3)C[C@@H]3OC(C)(C)O[C@H]23)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,7.57,CHEMBL3703356,,train
CC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)s2)c1,7.57,CHEMBL5093756,,train
Cc1nnc(C2CCCN2c2nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)o1,7.57,CHEMBL5845587,,train
Cc1ccc(C)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)n1,7.57,CHEMBL5904192,,train
COc1ccc(C(C)C)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,7.56,CHEMBL5892763,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C(O)(c3ccccc3)C(F)(F)F)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.56,CHEMBL6044462,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCCC(c4ccccc4)C3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.56,CHEMBL5806698,,train
COc1ccc(C(F)(F)F)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,7.56,CHEMBL5931573,,train
C[C@@H](Nc1nc(-c2nnnn2C)nc2nc(N3CCOC[C@H]3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.56,CHEMBL6039369,,val
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(C(F)(F)F)ccc3F)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.56,CHEMBL5978684,,train
COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(C1CCC(C(C)(O)c3ccoc3)CC1)C(=O)C2,7.56,CHEMBL3650077,,train
COC(c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCOCC1,7.56,CHEMBL5795716,,val
COCCOc1ccc(C)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CC3)c2n1Cc1ccc(Cl)cc1,7.56,CHEMBL6030619,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3nccc4ccccc34)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.56,CHEMBL5872469,,train
C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3nc(-c4noc(=O)[nH]4)nc(N4CC[C@@H]4C4CCC4)c32)CC1,7.56,CHEMBL6046641,,train
C[C@@H]1COCCN1c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,7.56,CHEMBL5831244,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.55,CHEMBL5917747,,test
C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CO)C(N)=O,7.55,CHEMBL1689402,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(OC(C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.55,CHEMBL5823666,,train
CC[C@@H](CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)NCCC(O)CO)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1,7.55,CHEMBL3967015,,val
C[C@@H](Nc1nc(C(=O)O)nc2nc(C3=N[C@H](c4ccccc4)CO3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.55,CHEMBL6038444,,val
CC(Oc1nc(-c2noc(=O)[nH]2)cc2nc(N3CCOC[C@H]3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.55,CHEMBL3653338,,train
COC(=O)c1cc2nc(N3CCOC[C@H]3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c2c(-c2cncc(Cl)c2)n1,7.55,CHEMBL3650015,,val
CC(=O)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O,7.55,CHEMBL1689405,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(Cc3ccccc3)n(Cc3ccc(Cl)cc3)c12)C1CC1,7.55,CHEMBL6053363,,train
O=C(O)C1(c2ccc3c(c2)nc2n3CC[C@H]3[C@@H]2[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc4cc(Cl)ccc42)N3CC2CC2)CC1,7.55,CHEMBL5964980,,train
O=c1[nH]c(-c2cc3nc(N4CCO[C@@H]5CCC[C@H]54)n(Cc4ccc(C(F)(F)F)c(F)c4)c3c(-c3cncc(Cl)c3)n2)no1,7.55,CHEMBL3653311,,train
O=c1nc(-c2cc3nc(N4CCO[C@H]5CCC[C@@H]54)n(Cc4ccc(C(F)(F)F)c(F)c4)c3c(-c3cncc(Cl)c3)n2)[nH]o1,7.55,CHEMBL3941220,,train
C[C@@H](Nc1nc(-c2n[nH]c(=O)o2)nc2nc(C3(c4ccccc4)CCC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.54,CHEMBL5770459,,train
CC(C)c1ccnc(-c2nc3cc(C(=O)O)nc(N[C@@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.54,CHEMBL3936690,,test
CC(Oc1ccccc1)c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,7.54,CHEMBL5989009,,test
CC(C)c1ccnc(-c2nc3cc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.54,CHEMBL3647043,,train
C[C@H]1CC[C@H](Cn2c(N3CCOC4COCC43)nc3cc(-c4noc(=O)[nH]4)cc(-c4cncc(Cl)c4)c32)CC1,7.54,CHEMBL3649836,,test
C[C@@H]1OCCN(c2nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)[C@@H]1c1ccccc1,7.54,CHEMBL5947755,,train
CS(=O)(=O)c1ccc(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)cc1,7.54,CHEMBL4077946,,train
Cc1cc(Cl)ccc1C1c2c(nn(CCc3ccccc3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,7.54,CHEMBL3687254,,val
CCOc1ccc(C(C)C)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,7.53,CHEMBL5938993,,val
CCN(C(=O)OC(C)OC(=O)c1ccc(NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cc3F)[C@H]2c2cccc(Cl)c2F)c(OC)c1)C(C)C,7.53,CHEMBL3699943,,train
C[C@H](CO)Nc1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,7.53,CHEMBL5859878,,train
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@@H](CC(F)(F)F)c2ccccn2)C1=O,7.52,CHEMBL4109848,,train
CC(C)c1ccnc(-c2nc3nc(CNC(=O)C(F)(F)F)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)c1,7.52,CHEMBL5853525,,test
CC[C@@H](CNS(C)(=O)=O)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.52,CHEMBL4111743,,train
CC(C)(O)CCO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(C)O)cc2C(=O)N1Cc1ccc(Cl)cc1,7.52,CHEMBL4876153,,train
CC[C@@H](COCC1CC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.52,CHEMBL5812180,,train
CC(C)N1C(=O)[C@@](C)(Cc2noc(=O)[nH]2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.52,CHEMBL4114346,,train
CC[C@@H](CN1CC2CCC(C1)O2)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.52,CHEMBL3938040,,train
C=CC[C@@]1(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@@H](CC)COc2cccnc2)C1=O,7.52,CHEMBL3913666,,train
Cc1ccnc(N2C(=O)[C@@](C)(CC(=O)O)C[C@H](c3cccc(Cl)c3)[C@H]2c2ccc(Cl)cc2)c1,7.52,CHEMBL4112858,,train
