SMILES,pACT_Value,Molecule_ChEMBL_ID,Molecule_Name,split
O=C(Nc1cccc(-n2ccc(-c3ccccc3)n2)c1)C1=NN(c2ccc(Cl)cc2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(O)c1,7.52,CHEMBL5591432,,train
Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(Cc4ccc(F)c(F)c4)C3=O)c[nH]c12,7.52,CHEMBL5267044,,val
O=C(O)C[C@H]1C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,7.52,CHEMBL2177813,,train
COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,7.52,CHEMBL211045,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cccc(Cl)c3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.52,CHEMBL5885833,,test
Cc1ocnc1C1(c2nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CC1,7.52,CHEMBL5810157,,train
Cc1cccnc1N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.52,CHEMBL4110794,,train
CCCCCNC(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)c1nnnn1Cc1ccc(OCc2ccccc2Cl)cc1,7.52,CHEMBL4071258,,train
Cc1cccc(-c2nc(-c3noc(=O)[nH]3)nc3nc(-c4cc(C(C)C)ccn4)n(C[C@H]4CC[C@H](C)CC4)c23)c1,7.52,CHEMBL5825238,,train
CCN(CC(=O)Nc1ccc(N2CCOCC2)cc1)Cc1nc(O)c2ccccc2n1,7.52,CHEMBL1574026,,test
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCNCC1,7.52,CHEMBL2386169,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3ncco3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.52,CHEMBL5816136,,train
CC[C@H](c1cccc(C2CC2)n1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.52,CHEMBL4114388,,train
CO[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(O)C3CCN(C)CC3)cc2C(=O)N1Cc1ccc(Cl)cc1C(=O)O,7.51,CHEMBL5886139,,train
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CO3)N(CC2CCOCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7.51,CHEMBL5992046,,train
C[C@@H]1OCCN(c2nc3nc(-c4n[nH]c(=O)o4)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)[C@@H]1c1ccccc1,7.51,CHEMBL5977441,,val
CO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(O)Cn3ccnc3)cc2C(=O)N1Cc1ccc(Cl)cn1,7.51,CHEMBL5835549,,train
CC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cc1)[C@@]2(OC[C@H]1CC[C@H]1CO)c1ccc(Cl)cc1,7.51,CHEMBL6013117,,train
COC1(c2nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CCCCC1,7.51,CHEMBL6034816,,val
C[C@H]1CC[C@H](Cn2c(C3(F)CCC3)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,7.51,CHEMBL5875511,,train
CO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(O)CNC3CCOCC3)cc2C(=O)N1Cc1ccc(Cl)cn1,7.5,CHEMBL6053482,,train
C[C@H]1CC[C@H](Cn2c(N3CCC4C3C4C(F)(F)F)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,7.5,CHEMBL3649814,,test
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CO3)N(C2CCCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7.5,CHEMBL5930273,,train
CC[C@H]1CC[C@H](Cn2c(-c3cc(C)ccc3OC)nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c32)CC1,7.5,CHEMBL5762805,,train
CC(C)CCn1nc2c(c1C(C)C)C(c1ccc(F)cc1)N(c1cccc(Cl)c1F)C2=O,7.5,CHEMBL3687235,,train
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CO3)N(C2CCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7.5,CHEMBL5961692,,train
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](CN)(c2ccc(Cl)cc2F)[C@H]1c1ccccc1F,7.5,CHEMBL5396529,,val
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCCC3C3CCCCC3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.5,CHEMBL6036534,,train
CN1C(=O)CN(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)[C@H]2CCC[C@@H]21,7.5,CHEMBL3649884,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCCC4)c3n2Cc2ccc(Cl)cc2)c1,7.5,CHEMBL5938541,,val
COc1ncc(-c2nc3c(n2C2CCC2)C(c2ccc(C#N)cc2)N(c2ccc(F)c(Cl)c2)C3=O)c(OC)n1,7.5,CHEMBL3653243,,train
CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(Cl)c2)[C@]12C(=O)Nc1cc(Cl)c(F)cc12,7.5,CHEMBL3929802,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCOC(C)(C)C3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.49,CHEMBL6010089,,train
CCOc1ccc(C)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(Cl)cc1,7.49,CHEMBL6041333,,train
C[C@@H](Nc1nc(-c2nnn(C)n2)nc2nc(N3CCOC[C@H]3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.49,CHEMBL6025757,,train
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CO3)N(CC2CC2)[C@@]2(C(=O)Nc3nc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7.48,CHEMBL6010417,,train
COc1cc(C(=O)O)ccc1NC(=O)C1NC(CC(C)(C)C)C2(C(=O)Nc3cc(Cl)sc32)C1c1cccc(Cl)c1F,7.48,CHEMBL3109044,,val
CC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)CN(CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)CN(CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)CN(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)CN(CC(=O)N[C@@H](C)C(N)=O)S(C)(=O)=O)S(=O)(=O)CC(C)C)S(=O)(=O)c1ccc(C(F)(F)F)cc1)S(C)(=O)=O)[C@H](C)O,7.48,CHEMBL4800669,,train
COC[C@@](C)(O)c1ccc2c(c1)C(=O)N([C@@H](C)c1ccc(Cl)cc1)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,7.48,CHEMBL5977079,,train
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCNC(C)=O)CC1,7.48,CHEMBL2386348,,test
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc([C@H](C)N3CCS(=O)(=O)CC3)cc1)C(=O)C2,7.48,CHEMBL3683164,,test
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCS(=O)(=O)CC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.48,CHEMBL5884034,,train
CC[C@@](O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1CC(=O)O)[C@@]2(OC)c1ccc(Cl)cc1)C1CCOCC1,7.48,CHEMBL5912298,,train
CO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(O)CN3CCn4nncc4C3)cc2C(=O)N1Cc1ccc(Cl)cn1,7.48,CHEMBL5822707,,train
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc([C@H](C)N3CCN(C(C)=O)CC3=O)cc1)C(=O)C2,7.48,CHEMBL3683184,,train
Cc1ccc(OCCCO)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(Cl)cc2)c1,7.47,CHEMBL5953047,,train
CC(C)(C)NC(=O)[C@H](c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccccc2Br)cc1,7.47,CHEMBL4562216,,train
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)cc2)[C@H](c2cccc(Cl)c2F)[C@@]1(CN[C@H]1CC[C@H](O)CC1)c1ccc(Cl)cc1F,7.47,CHEMBL5197590,,train
CC(C)c1c2c(nn1Cc1ncc[nH]1)C(=O)N(c1cccc(Cl)c1F)C2c1ccc(Cl)cc1,7.47,CHEMBL3687240,,train
CCc1ccc(F)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.47,CHEMBL6050845,,train
CC(O)c1ccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)cc1,7.47,CHEMBL5969002,,train
CO[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(O)c3ncc[nH]3)cc2C(=O)N1Cc1ccc(Cl)cn1,7.47,CHEMBL6021397,,train
CCO[C@]1(c2ccc(Cl)cc2)c2c(F)cc([C@](O)(CC)C3CCOCC3)cc2C(=O)N1Cc1ccc(Cl)cc1C(=O)O,7.47,CHEMBL5886228,,test
O=C(O)c1ccc2c(c1)nc1n2CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CCCCC1,7.47,CHEMBL5850103,,train
CC(C)c1cc(F)nc(-c2nc3nc(-c4noc(=O)[nH]4)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)c1,7.47,CHEMBL5789587,,test
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CCO3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7.46,CHEMBL5766822,,train
CCN(C)C(=O)[C@H]1CCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,7.46,CHEMBL3649838,,train
CO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(O)C(=O)Nc3cnn(C)c3)cc2C(=O)N1Cc1ccc(Cl)cn1,7.46,CHEMBL5974438,,train
CCNC(=O)C(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OC)c1ccc(Cl)cc1,7.46,CHEMBL5922836,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cccc(-n4cccc4)c3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.46,CHEMBL5787724,,train
CC(C)Cc1cn(C[C@H]2CC[C@H](C)CC2)c2c(-c3cncc(Cl)c3)nc(-c3noc(=O)[nH]3)nc12,7.46,CHEMBL5961485,,train
C#CCC1CN(c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)CCO1,7.46,CHEMBL5986166,,train
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc([C@H](C)N3CCN(C(C)=O)CC3)cc1)C(=O)C2,7.46,CHEMBL3683165,,train
CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(F)c(F)cc12,7.46,CHEMBL3665594,,train
C[C@H]1CC[C@H](Cn2c(C(F)C3CCCCC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,7.46,CHEMBL5953885,,train
CO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(O)CN(C)C3CCN(C(C)=O)CC3)cc2C(=O)N1Cc1ccc(Cl)cn1,7.46,CHEMBL5941117,,train
Cc1cccc(-c2nc(C(=O)O)nc3nc(-c4cc(C(C)C)ccn4)n(C[C@H]4CC[C@H](C)CC4)c23)c1,7.45,CHEMBL5871458,,train
COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1,7.45,CHEMBL4105199,,val
C[C@H](CO)Nc1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,7.45,CHEMBL5988926,,val
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3ccc4sccc4c3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.45,CHEMBL5875664,,train
CCN1CCCCC1c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,7.45,CHEMBL6044249,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(N(CC3CC3)[C@@H](C)c3ccccc3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.45,CHEMBL5868860,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CC(C)(O)C3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,7.44,CHEMBL5901726,,val
Cc1cn(C[C@H]2CC[C@H](C)CC2)c2c(-c3cncc(Cl)c3)nc(-c3noc(=O)[nH]3)nc12,7.44,CHEMBL6024197,,val
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.44,CHEMBL6040046,,train
CO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(O)CN3CC[C@H](O)C3)cc2C(=O)N1Cc1ccc(Cl)cn1,7.44,CHEMBL5905927,,train
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CO3)N(C2CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7.44,CHEMBL5829594,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(OC(F)(F)F)c(F)c2)c1,7.44,CHEMBL5760703,,val
COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(C1CCC(C(C)(O)C3CCOCC3)CC1)C(=O)C2,7.44,CHEMBL3650067,,train
COc1ccc(C(=O)N(C)C)cc1-c1nc2c(n1C(C)C)[C@@H](c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,7.43,CHEMBL3639559,,train
COc1cc2c3n(nc2cc1C(=O)O)[C@@H]1[C@H](CCO3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7.43,CHEMBL5833165,,train
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CO3)N(CC2CCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7.43,CHEMBL5790399,,train
C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3CF)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,7.43,CHEMBL5792190,,train
C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3cc(-c4noc(=O)[nH]4)nc(OCC4CCC4)c32)CC1,7.43,CHEMBL3653337,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(COc3ccccc3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.43,CHEMBL5782127,,train
CC(CS(C)(=O)=O)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,7.43,CHEMBL3653332,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(Cc4ccccc4)ccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,7.43,CHEMBL5803922,,train
COc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.43,CHEMBL5799868,,train
CC(C)CNC(=O)c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,7.43,CHEMBL5947517,,train
Cc1ccc(C2CCCCN2c2nc3nc(-c4noc(=O)[nH]4)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)o1,7.43,CHEMBL5996087,,train
CN(C)C(=O)[C@@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7.42,CHEMBL210611,,train
CC(C)C[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](C)NC(=O)[C@H](N)[C@@H](C)O)C(=O)N[C@H](CCCNC(=N)N)C(=O)O,7.42,CHEMBL2153360,,train
O=c1[nH]c(-c2cc3nc(N4CCO[C@@H]5CCC[C@H]54)n(C[C@H]4CC[C@H](C(F)(F)F)CC4)c3c(-c3cncc(Cl)c3)n2)no1,7.42,CHEMBL3653312,,val
CN1CCN(C(=O)c2[nH]c3cc(Cl)ccc3c2-c2c(-c3ccc(F)cc3)ncn2Cc2ccc(Cl)cc2)CC1,7.42,CHEMBL4099580,,train
CCOC(=O)C1CCN(C(=O)c2[nH]c3cc(Cl)ccc3c2-c2c(-c3ccc(F)cc3)ncn2Cc2ccc(Cl)cc2)CC1,7.42,CHEMBL4091842,,test
O=c1nc(-c2cc3nc(N4CCO[C@H]5CCC[C@@H]54)n(C[C@H]4CC[C@H](C(F)(F)F)CC4)c3c(-c3cncc(Cl)c3)n2)[nH]o1,7.42,CHEMBL3947091,,train
Cc1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,7.42,CHEMBL5746552,,test
Cc1cc(C)cc(-c2nc3nc(C(N)=O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.42,CHEMBL5780671,,train
O=c1nc(-c2cc3nc(N4CCO[C@H]5CCC[C@@H]54)n(Cc4ccc(C(F)(F)F)cc4)c3c(-c3cncc(Cl)c3)n2)[nH]o1,7.41,CHEMBL3923370,,val
CC(C)(C)C[C@H]1N[C@@H](C(=O)NCCN2CCCCC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,7.41,CHEMBL409889,,train
C[C@H]1CC[C@H](Cn2c(N3CCOCC34CC4)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cccc(Cl)c4)c32)CC1,7.41,CHEMBL5969177,,val
C[C@H](CO[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(C)O)cc2C(=O)N1Cc1ccc(Cl)cn1)C(N)=O,7.41,CHEMBL4870294,,train
O=c1[nH]c(-c2cc3nc(N4CCO[C@@H]5CCC[C@H]54)n(Cc4ccc(C(F)(F)F)cc4)c3c(-c3cncc(Cl)c3)n2)no1,7.41,CHEMBL3650023,,train
CC(C)c1ccnc(-c2nc3nc(CN)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)c1,7.41,CHEMBL6003706,,train
CC(C)Oc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.41,CHEMBL5993316,,test
Cc1cccc(-c2nc(-c3noc(=O)[nH]3)nc3nc(N4CCOC[C@H]4C)n(C[C@H]4CC[C@H](C)CC4)c23)c1,7.41,CHEMBL5884664,,train
C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CO)C(N)=O,7.41,CHEMBL1689401,,train
CC[C@@H](C1=NC(C)(C)CO1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.4,CHEMBL4111736,,train
COc1cc(C(N)=O)ccc1NC(=O)C1NC(CC(C)(C)C)C2(C(=O)Nc3cc(Cl)sc32)C1c1cccc(Cl)c1F,7.4,CHEMBL3109043,,train
CC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cc1)[C@@]2(OCCCO)c1ccc(Cl)cc1,7.4,CHEMBL5852023,,train
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@@H](CC(F)F)c2ccccn2)C1=O,7.4,CHEMBL4110711,,train
CC[C@@H](c1cc(C)no1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.4,CHEMBL3959723,,val
C[C@H]1CC[C@H](Cn2c(Nc3ccccn3)nc3cc(C(=O)O)nc(-c4cncc(Cl)c4)c32)CC1,7.4,CHEMBL3649919,,train
O=C1c2cccc(Cl)c2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,7.4,CHEMBL1834286,,train
CCOc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.4,CHEMBL5865371,,val
CC(C)=CCN1[C@H]2COc3c4ccc(C(=O)O)cc4nn3[C@H]2[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,7.4,CHEMBL5821402,,train
O=C(O)C[C@H]1C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CO)C2CC2)C1=O,7.4,CHEMBL4115504,,test
O=C(Nc1cccc(-n2cccn2)c1)C1=NN(c2ccc(Cl)cc2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(O)c1,7.4,CHEMBL5583623,,train
CC(C)COC(C)c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,7.4,CHEMBL5958950,,train
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@@H]2CCCN(CC(F)(F)F)C2)C1=O,7.4,CHEMBL5894727,,train
CC[C@@H](CNCC(F)(F)F)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.4,CHEMBL3919031,,train
COc1nc(N(C)C)ncc1-c1nc2c(n1C(C)C)[C@@H](c1ccc(Cl)cc1)N(c1cc(Cl)cnc1O)C2=O,7.4,CHEMBL3656981,,train
O=C(CSc1nnc(-c2cccnc2)n1C1CCCCC1)NC1CCCCC1,7.4,CHEMBL1531114,,train
CCC[C@H](C(=O)NCCCC(=O)O)N1C(=O)[C@H](Cc2ccc(C#N)cc2)O[C@@H](c2ccc(Cl)cc2)[C@H]1c1ccc(Cl)cc1,7.4,CHEMBL5926948,,val
CC[C@@H](COCC1(C#N)CC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.4,CHEMBL5744986,,train
CC[C@H](c1nc(C2CC2)no1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.4,CHEMBL4112052,,val
C=CC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCN(c2ccccc2OCCOC)CC1,7.4,CHEMBL3233018,,train
CCOC(=O)[C@H](C1CC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.4,CHEMBL4114861,,train
COCCN(C)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,7.39,CHEMBL3649876,,train
Cc1cc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CC4)c3n2Cc2ccc(Cl)cc2)ccc1F,7.39,CHEMBL5784761,,train
Cc1ccc(C)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(Cl)cc2)c1,7.39,CHEMBL5886546,,train
CC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](c4ccccc4)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.39,CHEMBL5762524,,train
O=C(O)c1ccc2c3n(nc2c1)[C@@H]1[C@H](CO3)N(CC2CCOC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7.39,CHEMBL5965868,,train
CC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cc1)[C@@]2(O[C@@H]1CCOC1)c1ccc(Cl)cc1,7.39,CHEMBL5923035,,train
COc1ncc(-c2nc3c(n2[C@H](C)CO)[C@@H](c2ccc(Cl)cc2)N(c2cccc(Cl)c2F)C3=O)c(OC)n1,7.39,CHEMBL3657115,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](CCCO)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,7.39,CHEMBL6018242,,train
CCOCC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OC)c1ccc(Cl)cc1,7.39,CHEMBL5769851,,train
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2cccc(C(=O)O)c2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,7.38,CHEMBL2402730,,train
C[C@@H]1OCCN(c2nc3nc(-c4n[nH]c(=O)o4)nc(-c4cccc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)[C@@H]1C,7.38,CHEMBL6045929,,val
